"name","id","icd_code","package_id","status","display_order","created_at","updated_at","created_by","updated_by"
Anti-SARS-CoV-2 IgG S-RBD,482,B34.2,131,active,5,"2024-09-11 14:35:05","2024-09-16 14:07:48",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,483,A54,212,active,5,"2024-10-03 17:39:24","2024-10-03 17:39:24",Dev Token,Dev Token
Urinary Tract Infection Test,483,A54,212,active,5,"2024-10-03 17:39:24","2024-10-03 17:39:24",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,484,B37,212,active,3,"2024-10-03 17:39:25","2024-10-03 17:39:25",Dev Token,Dev Token
Urinary Tract Infection Test,484,B37,212,active,3,"2024-10-03 17:39:25","2024-10-03 17:39:25",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,485,B37.3,212,active,3,"2024-10-03 17:39:26","2024-10-03 17:39:26",Dev Token,Dev Token
Urinary Tract Infection Test,485,B37.3,212,active,3,"2024-10-03 17:39:26","2024-10-03 17:39:26",Dev Token,Dev Token
Hematologi Rutin,486,I84,208,active,2,"2024-10-03 17:39:41","2024-10-03 17:39:41",Dev Token,Dev Token
Complete Blood Count,486,I84,208,active,2,"2024-10-03 17:39:41","2024-10-03 17:39:41",Dev Token,Dev Token
Medical Check Up Lengkap,487,A88.1,217,active,2,"2024-10-03 17:40:12","2024-10-03 17:40:12",Dev Token,Dev Token
Full Medical Check Up,487,A88.1,217,active,2,"2024-10-03 17:40:12","2024-10-03 17:40:12",Dev Token,Dev Token
Medical Check Up Lengkap,488,I10,217,active,3,"2024-10-03 17:40:13","2024-10-03 17:40:13",Dev Token,Dev Token
Full Medical Check Up,488,I10,217,active,3,"2024-10-03 17:40:13","2024-10-03 17:40:13",Dev Token,Dev Token
Medical Check Up Lengkap,489,J02.0,217,active,4,"2024-10-03 17:40:14","2024-10-03 17:40:14",Dev Token,Dev Token
Full Medical Check Up,489,J02.0,217,active,4,"2024-10-03 17:40:14","2024-10-03 17:40:14",Dev Token,Dev Token
Medical Check Up Lengkap,490,R52.9,217,active,5,"2024-10-03 17:40:15","2024-10-03 17:40:15",Dev Token,Dev Token
Full Medical Check Up,490,R52.9,217,active,5,"2024-10-03 17:40:15","2024-10-03 17:40:15",Dev Token,Dev Token
Cek Lab Untuk Demam,491,B01,297,active,5,"2024-10-03 17:40:16","2024-10-03 17:40:16",Dev Token,Dev Token
Lab Test for Fever,491,B01,297,active,5,"2024-10-03 17:40:16","2024-10-03 17:40:16",Dev Token,Dev Token
Cek Lab Untuk Demam,492,B26,297,active,4,"2024-10-03 17:40:17","2024-10-03 17:40:17",Dev Token,Dev Token
Lab Test for Fever,492,B26,297,active,4,"2024-10-03 17:40:17","2024-10-03 17:40:17",Dev Token,Dev Token
Cek Lab Untuk Demam,493,B34.8,297,active,2,"2024-10-03 17:40:18","2024-10-03 17:40:18",Dev Token,Dev Token
Lab Test for Fever,493,B34.8,297,active,2,"2024-10-03 17:40:18","2024-10-03 17:40:18",Dev Token,Dev Token
Cek Lab Untuk Demam,494,H00.0,297,active,4,"2024-10-03 17:40:19","2024-10-03 17:40:19",Dev Token,Dev Token
Lab Test for Fever,494,H00.0,297,active,4,"2024-10-03 17:40:19","2024-10-03 17:40:19",Dev Token,Dev Token
Cek Lab Untuk Demam,495,J02,297,active,4,"2024-10-03 17:40:20","2024-10-03 17:40:20",Dev Token,Dev Token
Lab Test for Fever,495,J02,297,active,4,"2024-10-03 17:40:20","2024-10-03 17:40:20",Dev Token,Dev Token
Cek Lab Untuk Demam,496,J02.0,297,active,2,"2024-10-03 17:40:21","2024-10-03 17:40:21",Dev Token,Dev Token
Lab Test for Fever,496,J02.0,297,active,2,"2024-10-03 17:40:21","2024-10-03 17:40:21",Dev Token,Dev Token
Cek Lab Untuk Demam,497,J02.8,297,active,3,"2024-10-03 17:40:22","2024-10-03 17:40:22",Dev Token,Dev Token
Lab Test for Fever,497,J02.8,297,active,3,"2024-10-03 17:40:22","2024-10-03 17:40:22",Dev Token,Dev Token
Cek Lab Untuk Demam,498,J03,297,active,1,"2024-10-03 17:40:23","2024-10-03 17:40:23",Dev Token,Dev Token
Lab Test for Fever,498,J03,297,active,1,"2024-10-03 17:40:23","2024-10-03 17:40:23",Dev Token,Dev Token
Cek Lab Untuk Demam,499,J06,297,active,2,"2024-10-03 17:40:24","2024-10-03 17:40:24",Dev Token,Dev Token
Lab Test for Fever,499,J06,297,active,2,"2024-10-03 17:40:24","2024-10-03 17:40:24",Dev Token,Dev Token
Cek Lab Untuk Demam,500,J06.9,297,active,5,"2024-10-03 17:40:25","2024-10-03 17:40:25",Dev Token,Dev Token
Lab Test for Fever,500,J06.9,297,active,5,"2024-10-03 17:40:25","2024-10-03 17:40:25",Dev Token,Dev Token
Cek Lab Untuk Demam,501,J11,297,active,2,"2024-10-03 17:40:26","2024-10-03 17:40:26",Dev Token,Dev Token
Lab Test for Fever,501,J11,297,active,2,"2024-10-03 17:40:26","2024-10-03 17:40:26",Dev Token,Dev Token
Cek Lab Untuk Demam,502,L50.0,297,active,4,"2024-10-03 17:40:28","2024-10-03 17:40:28",Dev Token,Dev Token
Lab Test for Fever,502,L50.0,297,active,4,"2024-10-03 17:40:28","2024-10-03 17:40:28",Dev Token,Dev Token
Cek Lab Untuk Demam,503,R05,297,active,5,"2024-10-03 17:40:29","2024-10-03 17:40:29",Dev Token,Dev Token
Lab Test for Fever,503,R05,297,active,5,"2024-10-03 17:40:29","2024-10-03 17:40:29",Dev Token,Dev Token
Cek Lab Untuk Demam,504,R50,297,active,2,"2024-10-03 17:40:30","2024-10-03 17:40:30",Dev Token,Dev Token
Lab Test for Fever,504,R50,297,active,2,"2024-10-03 17:40:30","2024-10-03 17:40:30",Dev Token,Dev Token
Cek Lab Untuk Demam,505,R50.0,297,active,2,"2024-10-03 17:40:31","2024-10-03 17:40:31",Dev Token,Dev Token
Lab Test for Fever,505,R50.0,297,active,2,"2024-10-03 17:40:31","2024-10-03 17:40:31",Dev Token,Dev Token
Cek Lab Untuk Demam,506,R50.9,297,active,2,"2024-10-03 17:40:32","2024-10-03 17:40:32",Dev Token,Dev Token
Lab Test for Fever,506,R50.9,297,active,2,"2024-10-03 17:40:32","2024-10-03 17:40:32",Dev Token,Dev Token
Cek Lab Untuk Demam,507,B34.9,297,active,2,"2024-10-03 17:40:33","2024-10-03 17:40:33",Dev Token,Dev Token
Lab Test for Fever,507,B34.9,297,active,2,"2024-10-03 17:40:33","2024-10-03 17:40:33",Dev Token,Dev Token
Cek Darah Untuk Alergi,508,B86,269,active,3,"2024-10-03 17:40:34","2024-10-03 17:40:34",Dev Token,Dev Token
Allergy Blood Test,508,B86,269,active,3,"2024-10-03 17:40:34","2024-10-03 17:40:34",Dev Token,Dev Token
Cek Darah Untuk Alergi,509,H01.0,269,active,2,"2024-10-03 17:40:35","2024-10-03 17:40:35",Dev Token,Dev Token
Allergy Blood Test,509,H01.0,269,active,2,"2024-10-03 17:40:35","2024-10-03 17:40:35",Dev Token,Dev Token
Cek Darah Untuk Alergi,510,H10,269,active,3,"2024-10-03 17:40:36","2024-10-03 17:40:36",Dev Token,Dev Token
Allergy Blood Test,510,H10,269,active,3,"2024-10-03 17:40:36","2024-10-03 17:40:36",Dev Token,Dev Token
Cek Darah Untuk Alergi,511,J30,269,active,3,"2024-10-03 17:40:37","2024-10-03 17:40:37",Dev Token,Dev Token
Allergy Blood Test,511,J30,269,active,3,"2024-10-03 17:40:37","2024-10-03 17:40:37",Dev Token,Dev Token
Cek Darah Untuk Alergi,512,J45,269,active,5,"2024-10-03 17:40:38","2024-10-03 17:40:38",Dev Token,Dev Token
Allergy Blood Test,512,J45,269,active,5,"2024-10-03 17:40:38","2024-10-03 17:40:38",Dev Token,Dev Token
Cek Darah Untuk Alergi,513,L08.0,269,active,5,"2024-10-03 17:40:39","2024-10-03 17:40:39",Dev Token,Dev Token
Allergy Blood Test,513,L08.0,269,active,5,"2024-10-03 17:40:39","2024-10-03 17:40:39",Dev Token,Dev Token
Cek Darah Untuk Alergi,514,L20,269,active,3,"2024-10-03 17:40:40","2024-10-03 17:40:40",Dev Token,Dev Token
Allergy Blood Test,514,L20,269,active,3,"2024-10-03 17:40:40","2024-10-03 17:40:40",Dev Token,Dev Token
Cek Darah Untuk Alergi,515,L20.8,269,active,3,"2024-10-03 17:40:41","2024-10-03 17:40:41",Dev Token,Dev Token
Allergy Blood Test,515,L20.8,269,active,3,"2024-10-03 17:40:41","2024-10-03 17:40:41",Dev Token,Dev Token
Cek Darah Untuk Alergi,516,L23,269,active,4,"2024-10-03 17:40:42","2024-10-03 17:40:42",Dev Token,Dev Token
Allergy Blood Test,516,L23,269,active,4,"2024-10-03 17:40:42","2024-10-03 17:40:42",Dev Token,Dev Token
Cek Darah Untuk Alergi,517,L24,269,active,5,"2024-10-03 17:40:43","2024-10-03 17:40:43",Dev Token,Dev Token
Allergy Blood Test,517,L24,269,active,5,"2024-10-03 17:40:43","2024-10-03 17:40:43",Dev Token,Dev Token
Cek Darah Untuk Alergi,518,L30,269,active,3,"2024-10-03 17:40:44","2024-10-03 17:40:44",Dev Token,Dev Token
Allergy Blood Test,518,L30,269,active,3,"2024-10-03 17:40:44","2024-10-03 17:40:44",Dev Token,Dev Token
Cek Darah Untuk Alergi,519,L30.8,269,active,3,"2024-10-03 17:40:45","2024-10-03 17:40:45",Dev Token,Dev Token
Allergy Blood Test,519,L30.8,269,active,3,"2024-10-03 17:40:45","2024-10-03 17:40:45",Dev Token,Dev Token
Cek Darah Untuk Alergi,520,L30.9,269,active,5,"2024-10-03 17:40:47","2024-10-03 17:40:47",Dev Token,Dev Token
Allergy Blood Test,520,L30.9,269,active,5,"2024-10-03 17:40:47","2024-10-03 17:40:47",Dev Token,Dev Token
Cek Darah Untuk Alergi,521,L50,269,active,3,"2024-10-03 17:40:48","2024-10-03 17:40:48",Dev Token,Dev Token
Allergy Blood Test,521,L50,269,active,3,"2024-10-03 17:40:48","2024-10-03 17:40:48",Dev Token,Dev Token
Cek Darah Untuk Alergi,522,L50.0,269,active,3,"2024-10-03 17:40:49","2024-10-03 17:40:49",Dev Token,Dev Token
Allergy Blood Test,522,L50.0,269,active,3,"2024-10-03 17:40:49","2024-10-03 17:40:49",Dev Token,Dev Token
Cek Darah Untuk Alergi,523,T78.4,269,active,3,"2024-10-03 17:40:50","2024-10-03 17:40:50",Dev Token,Dev Token
Allergy Blood Test,523,T78.4,269,active,3,"2024-10-03 17:40:50","2024-10-03 17:40:50",Dev Token,Dev Token
Cek Darah Untuk Alergi,524,W57,269,active,3,"2024-10-03 17:40:51","2024-10-03 17:40:51",Dev Token,Dev Token
Allergy Blood Test,524,W57,269,active,3,"2024-10-03 17:40:51","2024-10-03 17:40:51",Dev Token,Dev Token
Cek Darah Lengkap (Hematologi Lengkap),525,I84,218,active,1,"2024-10-03 17:40:52","2024-10-03 17:40:52",Dev Token,Dev Token
Complete Blood Count Test,525,I84,218,active,1,"2024-10-03 17:40:52","2024-10-03 17:40:52",Dev Token,Dev Token
Cek Darah Lengkap (Hematologi Lengkap),526,J11,218,active,5,"2024-10-03 17:40:53","2024-10-03 17:40:53",Dev Token,Dev Token
Complete Blood Count Test,526,J11,218,active,5,"2024-10-03 17:40:53","2024-10-03 17:40:53",Dev Token,Dev Token
Cek Darah Lengkap (Hematologi Lengkap),527,Z71.9,218,active,3,"2024-10-03 17:40:54","2024-10-03 17:40:54",Dev Token,Dev Token
Complete Blood Count Test,527,Z71.9,218,active,3,"2024-10-03 17:40:54","2024-10-03 17:40:54",Dev Token,Dev Token
Cek Darah Lengkap (Hematologi Lengkap),528,B34.9,218,active,1,"2024-10-03 17:40:55","2024-10-03 17:40:55",Dev Token,Dev Token
Complete Blood Count Test,528,B34.9,218,active,1,"2024-10-03 17:40:55","2024-10-03 17:40:55",Dev Token,Dev Token
Cek Darah Lengkap (Hematologi Lengkap),529,B34.2,218,active,1,"2024-10-03 17:40:56","2024-10-03 17:40:56",Dev Token,Dev Token
Complete Blood Count Test,529,B34.2,218,active,1,"2024-10-03 17:40:56","2024-10-03 17:40:56",Dev Token,Dev Token
Cek Darah Untuk Demam Berdarah,530,R50,348,active,3,"2024-10-03 17:40:57","2024-10-03 17:40:57",Dev Token,Dev Token
Dengue Fever Test,530,R50,348,active,3,"2024-10-03 17:40:57","2024-10-03 17:40:57",Dev Token,Dev Token
Cek Darah Untuk Demam Berdarah,531,R50.9,348,active,5,"2024-10-03 17:40:58","2024-10-03 17:40:58",Dev Token,Dev Token
Dengue Fever Test,531,R50.9,348,active,5,"2024-10-03 17:40:58","2024-10-03 17:40:58",Dev Token,Dev Token
Cek Darah Untuk Demam Berdarah,532,B34.9,348,active,3,"2024-10-03 17:40:59","2024-10-03 17:40:59",Dev Token,Dev Token
Dengue Fever Test,532,B34.9,348,active,3,"2024-10-03 17:40:59","2024-10-03 17:40:59",Dev Token,Dev Token
Cek Anemia dan Zat Besi,533,Z00.1,209,active,5,"2024-10-03 17:41:00","2024-10-03 17:41:00",Dev Token,Dev Token
Anemia Test and Iron Level,533,Z00.1,209,active,5,"2024-10-03 17:41:00","2024-10-03 17:41:00",Dev Token,Dev Token
Vaksinasi Cacar Api/Herpes Zoster (Shingrix),534,B01,411,active,1,"2025-06-25 14:22:46","2025-06-25 14:22:46",Dev Token,Dev Token
Herpes Zoster Vaccination (Shingrix),534,B01,411,active,1,"2025-06-25 14:22:46","2025-06-25 14:22:46",Dev Token,Dev Token
Anti-HSV-1 IgG,535,B01,156,active,3,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Anti-HSV-1 IgG,535,B01,156,active,3,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Injeksi Vitamin C,536,B01,320,active,4,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Vitamin C Injection,536,B01,320,active,4,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Infus Multivitamin (Cernevit),537,B01,347,active,5,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),537,B01,347,active,5,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Vaksinasi Cacar Api/Herpes Zoster (Shingrix),538,B02,411,active,1,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Herpes Zoster Vaccination (Shingrix),538,B02,411,active,1,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Anti-HSV-1 IgG,539,B02,156,active,3,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
Anti-HSV-1 IgG,539,B02,156,active,3,"2025-06-25 14:22:47","2025-06-25 14:22:47",Dev Token,Dev Token
