"id","demand_zone_id","zone_id","status","name","created_at","updated_at","created_by","updated_by"
477,4,430,inactive,Kotawaringin Kabupaten East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
478,4,431,inactive,Katingan,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
479,4,433,inactive,Pidie,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
480,4,434,inactive,Sukamara,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
481,4,435,inactive,Sungai Liat,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
482,4,436,inactive,Tabanan North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
483,4,437,inactive,Tabanan West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
484,4,438,inactive,Berau,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
485,4,439,inactive,Indragiri Hilir,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
486,4,440,inactive,Toli-Toli,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
487,4,441,inactive,Agam,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
488,4,442,inactive,Dharmasraya,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
489,4,443,inactive,Kota Lima Puluh,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
490,4,444,inactive,Pasaman West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
491,4,445,inactive,Pasaman,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
492,4,446,inactive,Pesisir Selatan,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
493,4,447,inactive,SawahLunto,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
494,4,448,inactive,Sijunjung,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
495,4,449,inactive,Solok Regency,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
496,4,450,inactive,Solok South,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
497,4,451,inactive,Tanah Datar,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
498,4,452,inactive,Batang Hari,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
499,4,453,inactive,Bungo,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
500,4,455,inactive,Merangin,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
501,4,456,inactive,Muaro Jambi,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
502,4,457,inactive,Sarolangun,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
503,4,458,inactive,Sungai Penuh,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
504,4,459,inactive,Tanjung Jabung East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
505,4,460,inactive,Tanjung Jabung West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
506,4,461,inactive,Tebo,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
507,4,462,inactive,Musi Banyuasin,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
508,4,463,inactive,Banyuasin,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
509,4,464,inactive,Musi Rawas North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
510,4,465,inactive,Banyuasin East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
511,4,466,inactive,Prabumulih,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
512,4,467,inactive,Ogan Ilir,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
513,4,468,inactive,Ogan Komering Ilir,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
514,4,469,inactive,Ogan Komering Ulu,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
515,4,470,inactive,Ogan Komering Ulu East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
516,4,471,inactive,Ogan Komering ulu South,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
517,4,473,inactive,Bengkalis East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
518,4,474,inactive,Pringsewu North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
519,4,475,inactive,Lampung Central,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
520,4,476,inactive,Kotabumi,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
521,4,477,inactive,Tulang Bawang West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
522,4,478,inactive,Tulang Bawang,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
523,4,479,inactive,Mesuji,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
524,4,480,inactive,Sukadana,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
525,4,481,inactive,Boyolali Kabupaten West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
526,4,482,inactive,Buleleng East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
527,4,483,inactive,Kubu Raya,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
528,4,484,inactive,Boalemo,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
529,4,485,inactive,Bolaang Mongondow North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
530,4,486,inactive,Bolaang Mongondow,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
531,4,487,inactive,Kotamobagu,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
532,4,488,inactive,Minahasa Southeast,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
533,4,489,inactive,Minahasa,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
534,4,490,inactive,Minahasa North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
535,4,491,inactive,Tojo Una Una,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
536,4,492,inactive,Lombok West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
537,4,493,inactive,Bangka West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
538,4,499,inactive,Sumenep Kabupaten,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
539,4,500,inactive,Sumenep East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
540,4,501,inactive,Bangkalan East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
541,4,502,inactive,Sambas,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
542,4,503,inactive,Singkawang,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
543,4,504,inactive,Bengkayang,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
544,4,505,inactive,Mempawah,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
545,4,506,inactive,Landak,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
546,4,507,inactive,Sanggau,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
547,4,508,inactive,Sekadau,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
548,4,509,inactive,Sintang,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
549,4,510,inactive,Melawi,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
550,4,511,inactive,Kapuas Hulu,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
551,4,512,inactive,Kayong Notrh,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
552,4,513,inactive,Ketapang,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
553,4,514,inactive,Kubu East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
554,4,515,inactive,Tanah Bambu,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
555,4,516,inactive,Tanah Laut,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
556,4,517,inactive,Balangan,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
557,4,518,inactive,Barito East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
558,4,519,inactive,Barito South,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
559,4,520,inactive,Kutai East,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
560,4,521,inactive,Kutai Kartanegara North,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
561,4,522,inactive,Kutai West,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
562,4,523,inactive,Barito Kuala,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
563,4,524,inactive,Solok Central,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
564,4,525,inactive,Sigi,"2024-07-05 09:44:09","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
565,4,526,inactive,Parigi Moutong,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
566,4,527,inactive,Morowali North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
567,4,528,inactive,Morowali,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
568,4,529,inactive,Sabang,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
569,4,530,inactive,Aceh Besar,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
570,4,531,inactive,Aceh Jaya,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
571,4,532,inactive,Nagan Raya,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
572,4,533,inactive,Aceh West Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
573,4,534,inactive,Aceh South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
574,4,535,inactive,Subulusallam,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
575,4,536,inactive,Piddie Jaya,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
576,4,537,inactive,Bireuen,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
577,4,538,inactive,Aceh Central,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
578,4,539,inactive,Gayo Lues,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
579,4,540,inactive,Aceh North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
580,4,541,inactive,Aceh East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
581,4,542,inactive,Bener Meriah,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
582,4,543,inactive,Aceh West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
583,4,544,inactive,Purworejo South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
584,4,545,inactive,Kuningan Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
585,4,546,inactive,Banyumas,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
586,4,547,inactive,Purbalingga North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
587,4,548,inactive,Majenang,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
588,4,549,inactive,Jember West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
589,4,550,inactive,Barito North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
590,4,551,inactive,Kotabaru,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
591,4,552,inactive,Dumai,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
592,4,553,inactive,Siak,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
593,4,554,inactive,Kampar West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
594,4,555,inactive,Rokan Hilir North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
595,4,556,inactive,Kuantan Singingi,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
596,4,557,inactive,Serang Central,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
597,4,558,inactive,Bengkulu Central,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
598,4,559,inactive,Seluma,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
599,4,560,inactive,Kepahiang,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
600,4,561,inactive,Rajeng Lebong,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
601,4,562,inactive,Bengkulu Kabupaten North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
602,4,563,inactive,Bengkulu South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
603,4,564,inactive,Muko Muko,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
604,4,565,inactive,Kabupaten Muara Enim,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
605,4,566,inactive,Lampung West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
606,4,567,inactive,Way Kanan,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
607,4,568,inactive,Pesawaran,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
608,4,569,inactive,Garut North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
609,4,570,inactive,Majalengka South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
610,4,571,inactive,Boyolali North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
611,4,572,inactive,Purbalingga East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
612,4,573,inactive,Ngawi West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
613,4,574,inactive,Ngawi East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
614,4,575,inactive,Situbondo West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
615,4,576,inactive,Gianyar North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
616,4,577,inactive,Karangasem Central,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
617,4,578,inactive,Sragen Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
618,4,579,inactive,Indragiri Hulu,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
619,4,580,inactive,Kerinci Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
620,4,581,inactive,Pandeglang South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
621,4,582,inactive,Kefamenanu,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
622,4,583,inactive,Lombok North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
623,4,584,inactive,Lombok Kabupaten West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
624,4,585,inactive,Magetan West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
625,4,586,inactive,Rembang North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
626,4,587,inactive,Blitar South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
627,4,588,inactive,Bojonegoro South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
628,4,589,inactive,Sragen North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
629,4,590,inactive,Banyuwangi North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
630,4,591,inactive,Lamongan South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
631,4,592,inactive,Kendal Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
632,4,593,inactive,Pesisir West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
633,4,594,inactive,Martapura,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
634,4,595,inactive,Kulon Progo North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
635,4,596,inactive,Grobogan South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
636,4,597,inactive,Seruyan,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
637,4,598,inactive,Padang Pariaman North,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
638,4,599,inactive,Murung Raya,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
639,4,600,inactive,Kotabaru Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
640,4,601,inactive,Pulang Pisau,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
641,4,602,inactive,Bengkalis Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
642,4,603,inactive,Pati South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
643,4,604,inactive,Sumbawa,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
644,4,605,inactive,Rembang South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
645,4,606,inactive,Lebak,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
646,4,607,inactive,Sumbawa West,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
647,4,608,inactive,Kepulauan Meranti,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
648,4,609,inactive,Kaur,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
649,4,610,inactive,Bima,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
650,4,611,inactive,Timor Tengah South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
651,4,612,inactive,Lebong Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
652,4,613,inactive,Flores East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
653,4,614,inactive,Dompu,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
654,4,615,inactive,Bima Kabupaten,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
655,4,616,inactive,Ende,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
656,4,617,inactive,Manggarai,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
657,4,618,inactive,Bulungan,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
658,4,619,inactive,Kolaka East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
659,4,620,inactive,Bombana,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
660,4,621,inactive,Cianjur South,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
661,4,622,inactive,Penukal Abab Pematang Ilir,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
662,4,623,inactive,Blora East,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
663,4,624,inactive,Belu,"2024-07-05 09:44:10","2024-07-05 14:22:37",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
